order_id,customer_id,order_date,shipped_date,delivered_date,processing_days,delivery_days,promised_delivery_days,actual_delivery_days,delivery_delay_days,delivery_met_promise,product_category,product_price_mxn,product_weight_kg,quantity,total_amount_mxn,shipping_carrier,shipping_tier,shipping_cost_mxn,distance_km,shipping_type,customer_state,customer_region,customer_age_group,customer_loyalty_months,purchase_frequency,is_urban,payment_method,transaction_status,payment_installments,sales_channel,platform_name,is_peak_season,customer_delivery_rating,delivery_issue,shipping_cost_to_price_ratio,is_frequent_customer,is_loyal_customer,high_value_order
ECOMMX-2024-06599,CUST-39853,2025-07-26 01:02:36,2025-07-27 01:02:36,2025-07-31 01:02:36,1,4,3,4,1,0,Moda y Accesorios,2058.78,0.62,2,4385.41,FedEx,Estándar,267.85,290.0,regional,Durango,Centro,35-44,1.0,5,0,PayPal,En revisión,1,D2C,Sitio Web Propio,0,5,Ninguno,0.1301,1,0,0
ECOMMX-2024-04442,CUST-63393,2025-09-29 17:44:24,2025-09-30 17:44:24,2025-10-03 17:44:24,1,3,2,3,1,0,Electrónicos,853.83,4.85,5,4613.18,DHL,Estándar,344.03,183.0,regional,Morelos,Centro,25-34,11.0,2,1,Tarjeta de Crédito,Autorizada,3,D2C,Sitio Web Propio,0,4,Retraso,0.4029,0,0,0
ECOMMX-2024-07601,CUST-96612,2024-12-29 15:47:50,2024-12-31 15:47:50,2025-01-08 15:47:50,2,8,4,8,4,0,Hogar y Jardín,13942.49,10.85,5,70113.41,Estafeta,Estándar,400.96,115.0,regional,México,Centro,18-24,3.0,0,0,Tarjeta de Débito,Autorizada,1,Marketplace,Coppel,1,3,Paquete dañado,0.0288,0,0,1
ECOMMX-2024-03834,CUST-44080,2025-10-07 17:02:37,2025-10-09 17:02:37,2025-10-13 17:02:37,2,4,4,4,0,1,Hogar y Jardín,6192.96,3.44,3,18999.4,UPS,Estándar,420.52,933.0,nacional,Jalisco,Occidente,35-44,3.0,3,1,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,0,5,Ninguno,0.0679,0,0,1
ECOMMX-2024-09701,CUST-78154,2025-05-08 13:24:35,2025-05-09 13:24:35,2025-05-18 13:24:35,1,9,6,9,3,0,Moda y Accesorios,1805.73,0.54,1,2070.64,Estafeta,Estándar,264.91,815.0,nacional,Chihuahua,Norte,25-34,2.0,2,1,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,1,2,Ninguno,0.1467,0,0,0
ECOMMX-2024-04321,CUST-60133,2025-07-22 21:47:37,2025-07-23 21:47:37,2025-08-02 21:47:37,1,10,8,10,2,0,Moda y Accesorios,2979.21,0.88,5,15048.51,Correos de México,Estándar,152.46,210.0,regional,México,Centro,45-54,4.0,0,0,Tarjeta de Crédito,En revisión,1,Marketplace,Liverpool,0,5,Ninguno,0.0512,0,0,1
ECOMMX-2024-03393,CUST-77793,2025-01-19 03:17:56,2025-01-22 03:17:56,2025-01-28 03:17:56,3,6,8,6,-2,1,Libros y Educación,669.16,2.85,1,868.44,Correos de México,Estándar,199.28,110.0,regional,Morelos,Centro,55+,21.0,4,1,Tarjeta de Débito,Rechazada,1,Marketplace,Walmart,0,5,Ninguno,0.2978,1,1,0
ECOMMX-2024-04751,CUST-32440,2025-03-21 22:39:35,2025-03-22 22:39:35,2025-04-02 22:39:35,1,11,12,11,-1,1,Electrónicos,30466.3,4.67,1,30771.34,Correos de México,Estándar,305.04,988.0,nacional,Aguascalientes,Occidente,25-34,8.0,2,0,Tarjeta de Débito,En revisión,1,D2C,Sitio Web Propio,0,5,Ninguno,0.01,0,0,1
ECOMMX-2024-07228,CUST-78477,2025-02-21 03:55:27,2025-02-24 03:55:27,2025-02-26 03:55:27,3,2,2,2,0,1,Salud y Belleza,2008.26,2.69,4,8817.34,FedEx,Express,784.3,621.0,nacional,Michoacán,Occidente,45-54,19.0,1,1,Tarjeta de Débito,En revisión,1,Marketplace,Amazon México,0,5,Retraso,0.3905,0,1,1
ECOMMX-2024-09190,CUST-55553,2025-03-14 06:20:52,2025-03-16 06:20:52,2025-03-21 06:20:52,2,5,6,5,-1,1,Hogar y Jardín,14941.67,9.13,2,30351.0,Estafeta,Estándar,467.66,697.0,nacional,Yucatán,Península,25-34,1.0,7,1,Tarjeta de Débito,En revisión,1,Marketplace,Amazon México,0,5,Ninguno,0.0313,1,0,1
ECOMMX-2024-02360,CUST-91227,2025-07-26 22:27:58,2025-07-27 22:27:58,2025-07-30 22:27:58,1,3,3,3,0,1,Electrónicos,2184.64,4.42,4,9278.0,DHL,Estándar,539.44,1413.0,nacional,Tamaulipas,Norte,18-24,18.0,2,1,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,0,5,Ninguno,0.2469,0,1,1
ECOMMX-2024-01147,CUST-49270,2025-07-18 21:00:20,2025-07-19 21:00:20,2025-07-21 21:00:20,1,2,3,2,-1,1,Deportes,7769.69,2.89,1,8201.76,DHL,Estándar,432.07,1219.0,nacional,Coahuila,Norte,35-44,29.0,2,1,Tarjeta de Débito,Autorizada,1,Marketplace,Amazon México,0,5,Ninguno,0.0556,0,1,1
ECOMMX-2024-05665,CUST-83423,2025-06-09 11:20:49,2025-06-11 11:20:49,2025-06-15 11:20:49,2,4,4,4,0,1,Juguetes y Bebés,3568.22,1.36,5,18197.36,FedEx,Estándar,356.26,1121.0,nacional,Yucatán,Península,18-24,3.0,1,1,Tarjeta de Crédito,Autorizada,18,D2C,Sitio Web Propio,0,5,Ninguno,0.0998,0,0,1
ECOMMX-2024-08074,CUST-93850,2025-05-05 13:29:50,2025-05-06 13:29:50,2025-05-20 13:29:50,1,14,8,14,6,0,Moda y Accesorios,931.13,1.69,1,1170.68,Paquetexpress,Estándar,239.55,1468.0,nacional,Guerrero,Sur,55+,18.0,0,1,Efectivo (OXXO),Autorizada,1,Marketplace,Walmart,1,2,Ninguno,0.2573,0,1,0
ECOMMX-2024-04942,CUST-65832,2025-04-15 02:05:40,2025-04-16 02:05:40,2025-04-17 02:05:40,1,0,1,1,0,1,Salud y Belleza,1180.19,2.44,1,1477.51,Estafeta,Express,297.32,6.0,local,Ciudad de México,Centro,35-44,7.0,3,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.2519,0,0,0
ECOMMX-2024-03662,CUST-27018,2025-08-05 14:53:39,2025-08-06 14:53:39,2025-08-12 14:53:39,1,6,6,6,0,1,Moda y Accesorios,534.54,1.16,1,808.67,Estafeta,Estándar,274.13,543.0,nacional,Guanajuato,Occidente,18-24,7.0,2,1,Tarjeta de Crédito,Autorizada,12,Marketplace,Amazon México,0,5,Ninguno,0.5128,0,0,0
ECOMMX-2024-01562,CUST-56069,2025-02-16 09:40:52,2025-02-18 09:40:52,2025-02-23 09:40:52,2,5,4,5,1,0,Moda y Accesorios,1370.83,1.35,1,1969.65,Estafeta,Express,598.82,809.0,nacional,Oaxaca,Sur,25-34,4.0,1,1,PayPal,Autorizada,1,Marketplace,Mercado Libre,0,3,Paquete dañado,0.4368,0,0,0
ECOMMX-2024-04112,CUST-72684,2025-02-15 06:24:04,2025-02-16 06:24:04,2025-03-01 06:24:04,1,13,10,13,3,0,Deportes,3416.89,2.48,1,3878.88,Correos de México,Express,461.99,587.0,nacional,Chiapas,Sur,55+,2.0,3,1,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,0,3,Ninguno,0.1352,0,0,0
ECOMMX-2024-09049,CUST-15935,2025-03-09 07:27:22,2025-03-10 07:27:22,2025-03-12 07:27:22,1,2,3,2,-1,1,Hogar y Jardín,6807.09,6.15,6,41360.55,DHL,Estándar,518.01,785.0,nacional,Sinaloa,Occidente,25-34,2.0,6,1,Tarjeta de Débito,Autorizada,1,Marketplace,Amazon México,0,5,Ninguno,0.0761,1,0,1
ECOMMX-2024-09275,CUST-45819,2025-05-17 08:42:23,2025-05-18 08:42:23,2025-06-08 08:42:23,1,21,12,21,9,0,Moda y Accesorios,4920.55,1.48,4,19883.13,Correos de México,Estándar,200.93,691.0,nacional,Oaxaca,Sur,25-34,0.0,3,1,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,1,1,Ninguno,0.0408,0,0,1
ECOMMX-2024-08537,CUST-73864,2025-05-22 02:54:28,2025-05-24 02:54:28,2025-06-13 02:54:28,2,20,10,20,10,0,Juguetes y Bebés,3881.64,1.48,3,12053.02,Correos de México,Express,408.1,1412.0,nacional,Colima,Occidente,35-44,1.0,2,1,Transferencia,Autorizada,1,Marketplace,Amazon México,1,2,Retraso,0.1051,0,0,1
ECOMMX-2024-00794,CUST-72833,2025-07-18 08:35:40,2025-07-19 08:35:40,2025-07-24 08:35:40,1,5,4,5,1,0,Moda y Accesorios,1449.19,0.88,1,1793.99,FedEx,Estándar,344.8,617.0,nacional,Jalisco,Occidente,18-24,6.0,4,1,Tarjeta de Débito,Autorizada,1,D2C,Sitio Web Propio,0,3,Ninguno,0.2379,1,0,0
ECOMMX-2024-05853,CUST-94192,2025-02-19 04:29:32,2025-02-20 04:29:32,2025-02-26 04:29:32,1,6,7,6,-1,1,Hogar y Jardín,2265.6,6.47,1,2682.38,Redpack,Estándar,416.78,645.0,nacional,Chihuahua,Norte,45-54,1.0,2,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.184,0,0,0
ECOMMX-2024-07618,CUST-32850,2025-01-29 17:40:09,2025-01-31 17:40:09,2025-02-09 17:40:09,2,9,8,9,1,0,Electrónicos,31068.67,3.35,4,124538.58,Paquetexpress,Estándar,263.9,1432.0,nacional,Oaxaca,Sur,45-54,10.0,1,1,Tarjeta de Crédito,Autorizada,12,Marketplace,Amazon México,0,5,Ninguno,0.0085,0,0,1
ECOMMX-2024-01593,CUST-71748,2025-07-03 16:13:52,2025-07-04 16:13:52,2025-07-06 16:13:52,1,2,4,2,-2,1,Libros y Educación,120.77,1.57,5,983.22,FedEx,Estándar,379.37,1056.0,nacional,Quintana Roo,Península,45-54,6.0,2,1,Tarjeta de Débito,En revisión,1,Marketplace,Liverpool,0,5,Ninguno,3.1413,0,0,0
ECOMMX-2024-07417,CUST-14575,2025-06-25 03:37:55,2025-06-26 03:37:55,2025-06-30 03:37:55,1,4,4,4,0,1,Hogar y Jardín,7701.62,9.08,5,39147.46,FedEx,Estándar,639.36,575.0,nacional,Michoacán,Occidente,25-34,4.0,4,1,Tarjeta de Crédito,En revisión,1,Marketplace,Liverpool,0,5,Extraviado,0.083,1,0,1
ECOMMX-2024-05266,CUST-34970,2025-06-03 08:52:31,2025-06-04 08:52:31,2025-06-12 08:52:31,1,8,8,8,0,1,Electrónicos,2122.22,4.33,3,6604.02,Correos de México,Estándar,237.36,242.0,regional,San Luis Potosí,Centro,55+,43.0,3,1,Tarjeta de Débito,En revisión,1,Marketplace,Liverpool,0,5,Ninguno,0.1118,0,1,1
ECOMMX-2024-07146,CUST-96648,2025-11-15 12:46:24,2025-11-18 12:46:24,2025-12-10 12:46:24,3,22,12,22,10,0,Moda y Accesorios,4795.6,1.14,3,14565.16,Correos de México,Estándar,178.36,1173.0,nacional,Sonora,Norte,35-44,0.0,1,1,Tarjeta de Crédito,Autorizada,18,Marketplace,Mercado Libre,1,1,Paquete dañado,0.0372,0,0,1
ECOMMX-2024-00088,CUST-95314,2025-10-26 02:08:25,2025-10-27 02:08:25,2025-10-30 02:08:25,1,3,2,3,1,0,Electrónicos,32070.61,2.9,4,128486.23,FedEx,Estándar,203.79,39.0,local,Ciudad de México,Centro,18-24,5.0,2,0,Tarjeta de Crédito,Autorizada,3,Marketplace,Coppel,0,5,Ninguno,0.0064,0,0,1
ECOMMX-2024-08694,CUST-37694,2025-07-05 22:26:57,2025-07-06 22:26:57,2025-07-10 22:26:57,1,4,4,4,0,1,Electrónicos,7685.67,4.91,9,69644.63,UPS,Estándar,473.6,774.0,nacional,Baja California,Norte,35-44,5.0,1,1,Tarjeta de Crédito,Rechazada,1,D2C,Sitio Web Propio,0,5,Ninguno,0.0616,0,0,1
ECOMMX-2024-09731,CUST-37360,2025-12-02 07:30:48,2025-12-03 07:30:48,2025-12-07 07:30:48,1,4,2,4,2,0,Moda y Accesorios,3117.11,1.99,4,12807.13,DHL,Estándar,338.69,,regional,Hidalgo,Centro,35-44,0.0,1,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,1,5,Ninguno,0.1087,0,0,1
ECOMMX-2024-09445,CUST-24780,2025-12-03 18:07:01,2025-12-06 18:07:01,2025-12-13 18:07:01,3,7,4,7,3,0,Moda y Accesorios,712.07,1.48,4,3237.22,FedEx,Estándar,388.94,628.0,nacional,Nayarit,Occidente,55+,7.0,1,0,Tarjeta de Crédito,Rechazada,1,Marketplace,Mercado Libre,1,4,Ninguno,0.5462,0,0,0
ECOMMX-2024-06753,CUST-28809,2025-10-22 14:54:03,2025-10-23 14:54:03,2025-10-26 14:54:03,1,3,3,3,0,1,Moda y Accesorios,3977.77,1.06,4,16284.46,DHL,Estándar,373.38,1238.0,nacional,Guerrero,Sur,25-34,12.0,3,1,Tarjeta de Débito,En revisión,1,Marketplace,Amazon México,0,5,Ninguno,0.0939,0,0,1
ECOMMX-2024-03501,CUST-22531,2025-09-03 10:10:39,2025-09-04 10:10:39,2025-09-07 10:10:39,1,3,4,3,-1,1,Hogar y Jardín,10530.21,9.45,4,42773.38,FedEx,Estándar,652.54,1457.0,nacional,Aguascalientes,Occidente,55+,3.0,3,0,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.062,0,0,1
ECOMMX-2024-02233,CUST-30842,2025-12-08 05:56:41,2025-12-09 05:56:41,2025-12-15 05:56:41,1,6,3,6,3,0,Salud y Belleza,2668.22,0.55,1,3047.9,DHL,Estándar,379.68,765.0,nacional,Nayarit,Occidente,25-34,1.0,3,0,Tarjeta de Débito,Autorizada,1,Marketplace,Coppel,1,4,Ninguno,0.1423,0,0,0
ECOMMX-2024-02802,CUST-32324,2025-04-20 05:40:56,2025-04-21 05:40:56,2025-04-23 05:40:56,1,2,3,2,-1,1,Hogar y Jardín,6109.29,7.7,2,12814.23,DHL,Estándar,595.65,1383.0,nacional,Baja California Sur,Norte,18-24,25.0,3,0,Efectivo (OXXO),En revisión,1,Marketplace,Mercado Libre,0,5,Ninguno,0.0975,0,1,1
ECOMMX-2024-04423,CUST-13933,2025-11-09 05:06:14,2025-11-10 05:06:14,2025-12-03 05:06:14,1,23,12,23,11,0,Libros y Educación,435.11,0.81,1,634.51,Correos de México,Estándar,199.4,765.0,nacional,Aguascalientes,Occidente,55+,1.0,3,1,Tarjeta de Débito,Autorizada,1,D2C,Sitio Web Propio,1,2,Paquete dañado,0.4583,0,0,0
ECOMMX-2024-05662,CUST-22475,2025-11-23 03:02:32,2025-11-26 03:02:32,2025-11-29 03:02:32,3,3,2,3,1,0,Moda y Accesorios,2026.04,0.57,1,2285.94,DHL,Estándar,259.9,239.0,regional,Durango,Centro,25-34,2.0,2,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,1,5,Ninguno,0.1283,0,0,0
ECOMMX-2024-07169,CUST-49286,2025-04-19 04:40:50,2025-04-20 04:40:50,2025-04-25 04:40:50,1,5,6,5,-1,1,Salud y Belleza,2024.95,1.21,3,6364.7,Estafeta,Estándar,289.85,1031.0,nacional,Aguascalientes,Occidente,25-34,12.0,3,1,Tarjeta de Débito,Rechazada,1,Marketplace,Amazon México,0,5,Ninguno,0.1431,0,0,1
ECOMMX-2024-08336,CUST-57952,2025-11-30 04:25:24,2025-12-01 04:25:24,2025-12-08 04:25:24,1,7,4,7,3,0,Hogar y Jardín,4203.52,5.17,2,8882.86,FedEx,Estándar,475.82,693.0,nacional,Campeche,Península,35-44,5.0,3,1,Tarjeta de Crédito,En revisión,1,Marketplace,Amazon México,1,2,Paquete dañado,0.1132,0,0,1
ECOMMX-2024-02147,CUST-68296,2025-10-17 17:37:12,2025-10-19 17:37:12,2025-10-22 17:37:12,2,3,1,3,2,0,Deportes,1965.83,2.94,8,16661.32,DHL,Express,934.68,344.0,nacional,Guerrero,Sur,25-34,20.0,3,1,Tarjeta de Débito,En revisión,1,Marketplace,Mercado Libre,0,4,Extraviado,0.4755,0,1,1
ECOMMX-2024-07968,CUST-24611,2025-09-13 16:09:20,2025-09-14 16:09:20,2025-09-21 16:09:20,1,7,6,7,1,0,Electrónicos,7274.11,2.34,5,36698.25,Estafeta,Estándar,327.7,1230.0,nacional,Quintana Roo,Península,35-44,9.0,2,1,Tarjeta de Crédito,Autorizada,1,Marketplace,Mercado Libre,0,4,Ninguno,0.0451,0,0,1
ECOMMX-2024-06550,CUST-53618,2025-12-05 13:34:27,2025-12-06 13:34:27,2025-12-23 13:34:27,1,17,12,17,5,0,Moda y Accesorios,4646.39,0.93,2,9484.91,Correos de México,Estándar,192.13,645.0,nacional,Jalisco,Occidente,45-54,0.0,3,1,PayPal,Rechazada,1,Marketplace,Mercado Libre,1,2,Ninguno,0.0414,0,0,1
ECOMMX-2024-07642,CUST-30394,2025-01-17 14:04:45,2025-01-18 14:04:45,2025-01-22 14:04:45,1,4,4,4,0,1,Moda y Accesorios,4385.71,1.88,4,17920.9,FedEx,Estándar,378.06,1142.0,nacional,Tamaulipas,Norte,18-24,5.0,5,1,Tarjeta de Débito,Rechazada,1,Marketplace,Amazon México,0,5,Ninguno,0.0862,1,0,1
ECOMMX-2024-06163,CUST-54322,2025-09-19 18:39:15,2025-09-20 18:39:15,2025-09-23 18:39:15,1,3,3,3,0,1,Hogar y Jardín,11122.34,1.13,5,56001.28,DHL,Estándar,389.58,1112.0,nacional,Jalisco,Occidente,35-44,1.0,2,1,Transferencia,En revisión,1,D2C,Sitio Web Propio,0,4,Ninguno,0.035,0,0,1
ECOMMX-2024-01494,CUST-86354,2025-03-22 07:23:13,2025-03-25 07:23:13,2025-04-01 07:23:13,3,7,8,7,-1,1,Moda y Accesorios,2608.52,0.82,1,2741.72,Correos de México,Estándar,133.2,104.0,regional,Durango,Centro,35-44,13.0,2,0,Efectivo (OXXO),Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.0511,0,1,0
ECOMMX-2024-07695,CUST-81656,2025-10-31 18:59:26,2025-11-01 18:59:26,2025-11-04 18:59:26,1,3,3,3,0,1,Moda y Accesorios,4669.44,0.26,2,9576.97,FedEx,Estándar,238.09,124.0,regional,Puebla,Centro,55+,5.0,1,1,Tarjeta de Crédito,Autorizada,3,Marketplace,Mercado Libre,0,4,Extraviado,0.051,0,0,1
ECOMMX-2024-07093,CUST-81540,2025-01-21 22:19:25,2025-01-20 22:19:25,2025-01-26 22:19:25,2,3,3,3,0,1,Hogar y Jardín,8973.97,2.6,1,9380.67,DHL,Estándar,406.7,1398.0,nacional,Guanajuato,Occidente,25-34,26.0,3,1,Tarjeta de Crédito,En revisión,1,Marketplace,Mercado Libre,0,4,Ninguno,0.0453,0,1,1
ECOMMX-2024-01408,CUST-81105,2025-08-25 03:03:21,2025-08-26 03:03:21,2025-08-29 03:03:21,1,3,4,3,-1,1,Hogar y Jardín,6794.79,7.36,5,34487.71,UPS,Estándar,513.76,1273.0,nacional,Tamaulipas,Norte,45-54,3.0,2,1,Tarjeta de Crédito,Rechazada,1,Marketplace,Mercado Libre,0,5,Retraso,0.0756,0,0,1
ECOMMX-2024-06690,CUST-21293,2025-05-08 02:06:02,2025-05-11 02:06:02,2025-06-03 02:06:02,3,23,12,23,11,0,Libros y Educación,105242.0,2.31,2,2329.05,Correos de México,Estándar,224.21,961.0,nacional,Chihuahua,Norte,45-54,12.0,2,1,Tarjeta de Crédito,En revisión,1,Marketplace,Mercado Libre,1,2,Ninguno,0.213,0,0,0
ECOMMX-2024-03400,CUST-39481,2025-08-04 19:18:34,2025-08-05 19:18:34,2025-08-08 19:18:34,1,3,4,3,-1,1,Deportes,7987.72,1.36,3,24331.5,FedEx,Estándar,368.34,942.0,nacional,Campeche,Península,25-34,0.0,4,1,Tarjeta de Crédito,Autorizada,12,Marketplace,Mercado Libre,0,5,Ninguno,0.0461,1,0,1
ECOMMX-2024-00108,CUST-37847,2025-08-14 15:20:19,2025-08-15 15:20:19,2025-08-21 15:20:19,1,6,4,6,2,0,Libros y Educación,839.95,2.74,5,4640.51,UPS,Estándar,440.76,636.0,nacional,Quintana Roo,Península,18-24,14.0,3,1,Efectivo (OXXO),Autorizada,1,Marketplace,Walmart,0,4,Ninguno,0.5247,0,1,0
ECOMMX-2024-05635,CUST-48887,2025-11-03 19:25:29,2025-11-04 19:25:29,2025-11-05 19:25:29,1,1,1,1,0,1,Juguetes y Bebés,3486.14,2.17,4,14320.18,UPS,Express,375.62,18.0,local,Ciudad de México,Centro,45-54,2.0,3,0,Tarjeta de Crédito,Autorizada,1,D2C,Sitio Web Propio,1,5,Ninguno,0.1077,0,0,1
ECOMMX-2024-08481,CUST-59265,2025-06-01 10:22:45,2025-06-02 10:22:45,2025-06-06 10:22:45,1,4,2,4,2,0,Salud y Belleza,513.07,1.42,1,1237.32,UPS,Express,724.25,318.0,nacional,Campeche,Península,35-44,1.0,2,1,Tarjeta de Crédito,Autorizada,18,Marketplace,Amazon México,0,5,Retraso,1.4116,0,0,0
ECOMMX-2024-06603,CUST-75660,2025-09-15 01:33:59,2025-09-16 01:33:59,2025-09-21 01:33:59,1,5,4,5,1,0,Deportes,4127.34,1.67,4,16746.99,Estafeta,Estándar,237.63,170.0,regional,Tlaxcala,Centro,25-34,10.0,0,1,Tarjeta de Débito,Rechazada,1,Marketplace,Amazon México,0,4,Ninguno,0.0576,0,0,1
ECOMMX-2024-01090,CUST-47635,2025-01-06 11:29:06,2025-01-07 11:29:06,2025-01-11 11:29:06,1,4,4,4,0,1,Juguetes y Bebés,2166.78,2.82,4,8920.95,Estafeta,Estándar,253.83,121.0,regional,Hidalgo,Centro,18-24,9.0,4,1,Tarjeta de Débito,Autorizada,1,Marketplace,Coppel,0,5,Paquete dañado,0.1171,1,0,1
ECOMMX-2024-05559,CUST-98090,2025-02-07 01:51:54,2025-02-08 01:51:54,2025-02-13 01:51:54,1,5,4,5,1,0,Salud y Belleza,359.97,1.94,2,953.98,Estafeta,Estándar,234.04,98.0,regional,Morelos,Centro,45-54,5.0,0,0,Tarjeta de Crédito,Autorizada,3,Marketplace,Coppel,0,4,Ninguno,0.6502,0,0,0
ECOMMX-2024-09411,CUST-38437,2025-02-21 09:05:55,2025-02-22 09:05:55,2025-02-26 09:05:55,1,4,3,4,1,0,Deportes,3067.21,1.86,2,6517.97,DHL,Estándar,383.55,1089.0,nacional,Guerrero,Sur,45-54,8.0,2,0,Transferencia,Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.125,0,0,1
ECOMMX-2024-08142,CUST-87122,2025-04-02 09:45:24,2025-04-03 09:45:24,2025-04-06 09:45:24,1,3,3,3,0,1,Hogar y Jardín,10197.72,12.61,5,51691.63,DHL,Estándar,703.03,756.0,nacional,aguascalientes,Occidente,35-44,10.0,3,1,Efectivo (OXXO),Autorizada,1,Marketplace,Mercado Libre,0,4,Ninguno,0.0689,0,0,1
ECOMMX-2024-08663,CUST-71738,2025-09-13 19:25:12,2025-09-14 19:25:12,2025-09-27 19:25:12,1,13,10,13,3,0,Moda y Accesorios,4030.49,0.65,3,12422.03,Correos de México,Express,330.56,1243.0,nacional,Chiapas,Sur,25-34,16.0,1,0,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,3,Ninguno,0.082,0,1,1
ECOMMX-2024-06595,CUST-24550,2025-02-18 21:43:24,2025-02-19 21:43:24,2025-02-22 21:43:24,1,3,4,3,-1,1,Electrónicos,3613.35,4.0,1,4016.51,FedEx,Estándar,403.16,683.0,nacional,Coahuila,Norte,25-34,5.0,1,0,Tarjeta de Crédito,Autorizada,12,Marketplace,Walmart,0,4,Ninguno,0.1116,0,0,0
ECOMMX-2024-00623,CUST-54438,2025-09-13 03:31:06,2025-09-14 03:31:06,2025-09-16 03:31:06,1,2,3,2,-1,1,Moda y Accesorios,449.08,1.99,4,2199.9,DHL,Estándar,403.58,951.0,nacional,Jalisco,Occidente,18-24,9.0,4,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,5,Retraso,0.8987,1,0,0
ECOMMX-2024-06870,CUST-53392,2025-01-11 15:55:07,2025-01-14 15:55:07,2025-01-18 15:55:07,3,4,4,4,0,1,Salud y Belleza,1977.85,1.16,4,8245.08,FedEx,Estándar,333.68,1268.0,nacional,Tabasco,Sur,45-54,8.0,1,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,4,Ninguno,0.1687,0,0,1
ECOMMX-2024-04813,CUST-93135,2025-11-12 22:39:19,2025-11-13 22:39:19,2025-11-18 22:39:19,1,5,3,5,2,0,Deportes,496.75,0.48,4,2370.48,DHL,Estándar,383.48,893.0,nacional,Nuevo León,Norte,18-24,37.0,3,0,PayPal,En revisión,1,Marketplace,Mercado Libre,1,4,Ninguno,0.772,0,1,0
ECOMMX-2024-06552,CUST-28979,2025-09-11 18:15:21,2025-09-12 18:15:21,2025-09-19 18:15:21,1,7,6,7,1,0,Electrónicos,13468.72,4.1,2,27315.57,Estafeta,Estándar,378.13,1223.0,nacional,Aguascalientes,Occidente,25-34,17.0,4,1,Tarjeta de Débito,Autorizada,1,Marketplace,Coppel,0,5,Ninguno,0.0281,1,1,1
ECOMMX-2024-07529,CUST-35344,2025-09-26 02:59:11,2025-09-27 02:59:11,2025-09-25 02:59:11,1,4,4,4,0,1,Hogar y Jardín,12265.08,10.57,5,61717.67,Estafeta,Estándar,392.27,256.0,regional,Durango,Centro,25-34,58.0,2,1,Tarjeta de Crédito,En revisión,1,Marketplace,Mercado Libre,0,5,Paquete dañado,0.032,0,1,1
ECOMMX-2024-05795,CUST-46103,2025-08-10 07:49:30,2025-08-11 07:49:30,2025-08-16 07:49:30,1,5,4,5,1,0,Hogar y Jardín,856.51,1.36,1,1201.43,FedEx,Estándar,344.92,561.0,nacional,Tabasco,Sur,45-54,14.0,3,1,Tarjeta de Crédito,Autorizada,12,Marketplace,Mercado Libre,0,5,Ninguno,0.4027,0,1,0
ECOMMX-2024-07436,CUST-47018,2025-06-18 17:26:17,2025-06-19 17:26:17,2025-06-22 17:26:17,1,3,4,3,-1,1,Moda y Accesorios,1639.95,0.48,5,8398.33,Estafeta,Estándar,198.58,214.0,regional,Morelos,Centro,25-34,4.0,3,1,Tarjeta de Débito,Autorizada,1,Marketplace,Mercado Libre,0,5,Ninguno,0.1211,0,0,1
ECOMMX-2024-04217,CUST-40281,2025-10-06 01:00:50,2025-10-07 01:00:50,2025-10-08 01:00:50,1,1,2,1,-1,1,Juguetes y Bebés,2421.45,2.9,5,12459.74,DHL,Estándar,352.49,229.0,regional,México,Centro,25-34,5.0,2,1,Tarjeta de Crédito,Autorizada,6,Marketplace,Mercado Libre,0,5,Ninguno,0.1456,0,0,1
ECOMMX-2024-05940,CUST-18948,2025-01-20 20:57:54,2025-01-21 20:57:54,2025-01-28 20:57:54,1,7,5,7,2,0,Salud y Belleza,1876.07,0.88,5,9822.7,Redpack,Express,442.35,1111.0,nacional,Guanajuato,Occidente,35-44,16.0,2,1,PayPal,En revisión,1,Marketplace,Amazon México,0,4,Ninguno,0.2358,0,1,1
ECOMMX-2024-08500,CUST-60408,2025-11-10 04:04:26,2025-11-12 04:04:26,2025-11-19 04:04:26,2,7,4,7,3,0,Juguetes y Bebés,3466.78,0.8,8,28095.1,UPS,Estándar,360.86,821.0,nacional,Baja California,Norte,25-34,5.0,4,1,Tarjeta de Crédito,En revisión,1,Marketplace,Liverpool,1,3,Ninguno,0.1041,1,0,1
